블로그주소,게시글제목,주차,문단,문단순번
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,빈 칸 채우기 유형,33
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,(한 줄만 고치는) 디버깅 유형,34
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,프로그래밍 유형,35
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,과 같은 문제들이 있었다.,36
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,.,37
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,.,38
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,.,39
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,...열심히 해야겠다.,40
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,​,41
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,📌 1주차 소감,42
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,1주차는 적응하느라 시간을 다 보낸 것 같다. 생체리듬도 적응하기 시작한 것 같다.,43
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,사실 근 1년 동안 8kg정도 쪘다. 이거 고3 때 몸무겐데...,44
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,"그런 이유로 지난 달 부터 헬스장을 끊어서 다니기 시작했는데, 교육 끝나고 가니까 귀찮기도 하고. 퇴근시간 지하철도 숨 막히고 해서.",45
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,"오늘은 아침에 운동을 다녀왔는데, 하루 종일 정신이 맑은 느낌이 있다.",46
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,"빡세게는 못 하겠지만, 건강을 위해서 꾸준히 해야겠다.",47
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,교육 내용은 따라갈만 한 것 같다. 좋은 강사님과 좋은 동기분들이 계셔서 더 용기가 난다.,48
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,​,49
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,🚀 2주차 계획 & 마치며,50
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,커리큘럼 상 2주차에는 남은 Python 이론과 Database 기초를 배운다고 되어있다.,51
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,"어려웠던 클래스 부분은 프리코스를 다시 보면서 복습을 하고, 생체리듬도 적응을 끝마쳤으면 좋겠다.",52
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,​,53
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,13기 모든 분들이 열정적이시고 덕분에 스스로도 더 동기부여가 되는 것 같다.,54
https://blog.naver.com/PostView.naver?blogId=effort1234&Redirect=View&logNo=223816466823&categoryNo=6&isAfterWrite=true&isMrblogPost=false&isHappyBeanLeverage=true&contentLength=15842,[1주차] SK 네트웍스 Family AI 부트캠프 회고록 : 네이버 블로그,1.0,6개월 동안 다 같이 재밌게 배우고 좋은 결실 있었으면 좋겠다.,55
